# temp  energy  qhat_over_T3
  0.330000  39.539080   4.973541
  0.350000  39.539080   4.903420
  0.370000  39.539080   4.836752
  0.390000  39.539080   4.773219
  0.410000  39.539080   4.712575
  0.430000  39.539080   4.654578
  0.450000  39.539080   4.599018
  0.470000  39.539080   4.545747
  0.490000  39.539080   4.494568
  0.510000  39.539080   4.445300
  0.530000  39.539080   4.397823
  0.550000  39.539080   4.352023
  0.570000  39.539080   4.307792
  0.590000  39.539080   4.265028
  0.610000  39.539080   4.223662
  0.630000  39.539080   4.183613
  0.650000  39.539080   4.144785
  0.670000  39.539080   4.107131
  0.690000  39.539080   4.070584
  0.710000  39.539080   4.035058
  0.730000  39.539080   4.000526
  0.750000  39.539080   3.966935
  0.150000  40.896660   5.932948
  0.170000  40.896660   5.799295
  0.190000  40.896660   5.677793
  0.210000  40.896660   5.566303
  0.230000  40.896660   5.463297
  0.250000  40.896660   5.368333
  0.270000  40.896660   5.279428
  0.290000  40.896660   5.195724
  0.310000  40.896660   5.116732
  0.330000  40.896660   5.041987
  0.350000  40.896660   4.971077
  0.370000  40.896660   4.903667
  0.390000  40.896660   4.839449
  0.410000  40.896660   4.778141
  0.430000  40.896660   4.719521
  0.450000  40.896660   4.663364
  0.470000  40.896660   4.609529
  0.490000  40.896660   4.557816
  0.510000  40.896660   4.508037
  0.530000  40.896660   4.460065
  0.550000  40.896660   4.413786
  0.570000  40.896660   4.369088
  0.590000  40.896660   4.325887
  0.610000  40.896660   4.284098
  0.630000  40.896660   4.243618
  0.650000  40.896660   4.204391
  0.670000  40.896660   4.166353
  0.690000  40.896660   4.129415
  0.710000  40.896660   4.093531
  0.730000  40.896660   4.058640
  0.750000  40.896660   4.024710
